Year,County,PDI,PDIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
2014,Sutter,14,Asthma (Age 2-17),16,"23,573",67.9,65.8,,,,,,
2015,Sutter,14,Asthma (Age 2-17),,,42.4,41.5,,,,,,
2016,Sutter,14,Asthma (Age 2-17),,,,,,,39.8,38.9,1,Cell suppressed for small numbers
2017,Sutter,14,Asthma (Age 2-17),,,,,,,8.9,8.7,1,Cell suppressed for small numbers
2018,Sutter,14,Asthma (Age 2-17),,,,,,,22.4,22.0,1,Cell suppressed for small numbers
2019,Sutter,14,Asthma (Age 2-17),,,,,,,13.5,13.2,1,Cell suppressed for small numbers
2020,Sutter,14,Asthma (Age 2-17),,,,,,,4.5,4.5,1,Cell suppressed for small numbers
2005,Sutter,15,Diabetes Short-term Complications (Age 6-17),,,36.1,35.2,,,,,,
2006,Sutter,15,Diabetes Short-term Complications (Age 6-17),,,41.3,40.5,,,,,,
2007,Sutter,15,Diabetes Short-term Complications (Age 6-17),,,11.7,11.4,,,,,,
2008,Sutter,15,Diabetes Short-term Complications (Age 6-17),,,29.1,28.6,,,,,,
2009,Sutter,15,Diabetes Short-term Complications (Age 6-17),,,40.4,40,,,,,,
2010,Sutter,15,Diabetes Short-term Complications (Age 6-17),,,40.2,40,,,,,,
2011,Sutter,15,Diabetes Short-term Complications (Age 6-17),,,58.4,58.4,,,,,,
2012,Sutter,15,Diabetes Short-term Complications (Age 6-17),,,29.4,29.5,,,,,,
2013,Sutter,15,Diabetes Short-term Complications (Age 6-17),,,41.2,41.4,,,,,,
2014,Sutter,15,Diabetes Short-term Complications (Age 6-17),,,34,33.9,,,,,,
2015,Sutter,15,Diabetes Short-term Complications (Age 6-17),,,15.9,16,,,,,,
2016,Sutter,15,Diabetes Short-term Complications (Age 6-17),,,,,,,29.1,28.8,1,Cell suppressed for small numbers
2017,Sutter,15,Diabetes Short-term Complications (Age 6-17),,,,,,,17.6,17.3,1,Cell suppressed for small numbers
2018,Sutter,15,Diabetes Short-term Complications (Age 6-17),,,,,,,35.4,34.6,1,Cell suppressed for small numbers
2019,Sutter,15,Diabetes Short-term Complications (Age 6-17),,,,,,,29.5,28.9,1,Cell suppressed for small numbers
2020,Sutter,15,Diabetes Short-term Complications (Age 6-17),,,,,,,23.8,23.3,1,Cell suppressed for small numbers
2005,Sutter,16,Gastroenteritis (Age 3 months-17 years),74,"24,413",303.1,292.1,,,,,,
2006,Sutter,16,Gastroenteritis (Age 3 months-17 years),56,"24,985",224.1,214.7,,,,,,
2007,Sutter,16,Gastroenteritis (Age 3 months-17 years),53,"25,491",207.9,197.3,,,,,,
2008,Sutter,16,Gastroenteritis (Age 3 months-17 years),36,"25,601",140.6,133.2,,,,,,
2009,Sutter,16,Gastroenteritis (Age 3 months-17 years),45,"25,614",175.7,167.8,,,,,,
2010,Sutter,16,Gastroenteritis (Age 3 months-17 years),42,"25,642",163.8,157.5,,,,,,
2011,Sutter,16,Gastroenteritis (Age 3 months-17 years),17,"25,262",67.3,64.5,,,,,,
2012,Sutter,16,Gastroenteritis (Age 3 months-17 years),12,"24,845",48.3,47,,,,,,
2013,Sutter,16,Gastroenteritis (Age 3 months-17 years),20,"24,721",80.9,79.2,,,,,,
2014,Sutter,16,Gastroenteritis (Age 3 months-17 years),11,"26,170",42,40,,,,,,
2015,Sutter,16,Gastroenteritis (Age 3 months-17 years),,,49.6,49.3,,,,,,
2016,Sutter,16,Gastroenteritis (Age 3 months-17 years),,,,,,,32.0,31.1,1,Cell suppressed for small numbers
2017,Sutter,16,Gastroenteritis (Age 3 months-17 years),,,,,,,20.2,19.7,1,Cell suppressed for small numbers
2018,Sutter,16,Gastroenteritis (Age 3 months-17 years),,,,,,,20.3,19.7,1,Cell suppressed for small numbers
2019,Sutter,16,Gastroenteritis (Age 3 months-17 years),,,,,,,16.3,15.8,1,Cell suppressed for small numbers
2020,Sutter,16,Gastroenteritis (Age 3 months-17 years),,,,,,,24.7,24.3,1,Cell suppressed for small numbers
2005,Sutter,17,Perforated Appendix (Age 1-17),19,49,387.8,360.8,,,,,,
2006,Sutter,17,Perforated Appendix (Age 1-17),14,47,297.9,308.4,,,,,,
2007,Sutter,17,Perforated Appendix (Age 1-17),,,148.1,159.7,,,,,,
2008,Sutter,17,Perforated Appendix (Age 1-17),,,230.8,228.2,,,,,,
2009,Sutter,17,Perforated Appendix (Age 1-17),,,219.5,211.8,,,,,,
2010,Sutter,17,Perforated Appendix (Age 1-17),,,161.3,154.3,,,,,,
2011,Sutter,17,Perforated Appendix (Age 1-17),14,44,318.2,315.1,,,,,,
2012,Sutter,17,Perforated Appendix (Age 1-17),12,39,307.7,301.5,,,,,,
2013,Sutter,17,Perforated Appendix (Age 1-17),17,38,447.4,430,,,,,,
2014,Sutter,17,Perforated Appendix (Age 1-17),13,30,433.3,371.6,,,,,,
2015,Sutter,17,Perforated Appendix (Age 1-17),,,444.4,438.6,,,,,,
2005,Sutter,18,Urinary Tract Infection (Age 3 months-17 years),16,"24,413",65.5,64.4,,,,,,
2006,Sutter,18,Urinary Tract Infection (Age 3 months-17 years),,,36,34.9,,,,,,
2007,Sutter,18,Urinary Tract Infection (Age 3 months-17 years),16,"25,491",62.8,60.4,,,,,,
2008,Sutter,18,Urinary Tract Infection (Age 3 months-17 years),12,"25,601",46.9,45,,,,,,
2009,Sutter,18,Urinary Tract Infection (Age 3 months-17 years),16,"25,614",62.5,60.1,,,,,,
2010,Sutter,18,Urinary Tract Infection (Age 3 months-17 years),23,"25,642",89.7,86.9,,,,,,
2011,Sutter,18,Urinary Tract Infection (Age 3 months-17 years),,,35.6,34.6,,,,,,
2012,Sutter,18,Urinary Tract Infection (Age 3 months-17 years),13,"24,845",52.3,51.6,,,,,,
2013,Sutter,18,Urinary Tract Infection (Age 3 months-17 years),,,16.2,16,,,,,,
2014,Sutter,18,Urinary Tract Infection (Age 3 months-17 years),,,22.9,22.1,,,,,,
2015,Sutter,18,Urinary Tract Infection (Age 3 months-17 years),,,22,22.2,,,,,,
2016,Sutter,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,4.0,4.2,1,Cell suppressed for small numbers
2017,Sutter,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,8.1,8.5,1,Cell suppressed for small numbers
2018,Sutter,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,4.1,4.3,1,Cell suppressed for small numbers
2019,Sutter,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,4.1,4.3,1,Cell suppressed for small numbers
2020,Sutter,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,4.1,4.3,1,Cell suppressed for small numbers
2005,Sutter,90,PDI Overall Composite (Age 6-17),37,"16,624",222.6,222,,,,,,
2006,Sutter,90,PDI Overall Composite (Age 6-17),27,"16,930",159.5,158.8,,,,,,
2007,Sutter,90,PDI Overall Composite (Age 6-17),31,"17,163",180.6,179.6,,,,,,
2008,Sutter,90,PDI Overall Composite (Age 6-17),17,"17,207",98.8,97.9,,,,,,
2009,Sutter,90,PDI Overall Composite (Age 6-17),25,"17,310",144.4,142.6,,,,,,
2010,Sutter,90,PDI Overall Composite (Age 6-17),26,"17,407",149.4,146.8,,,,,,
2011,Sutter,90,PDI Overall Composite (Age 6-17),20,"17,116",116.8,114.6,,,,,,
2012,Sutter,90,PDI Overall Composite (Age 6-17),21,"17,001",123.5,120.9,,,,,,
2013,Sutter,90,PDI Overall Composite (Age 6-17),22,"16,986",129.5,126.6,,,,,,
2014,Sutter,90,PDI Overall Composite (Age 6-17),20,"17,639",113.4,111.5,,,,,,
2015,Sutter,90,PDI Overall Composite (Age 6-17),,,71.4,69.6,,,,,,
2016,Sutter,90,PDI Overall Composite (Age 6-17),,,,,14,"17,163",81.6,79.3,,
2017,Sutter,90,PDI Overall Composite (Age 6-17),,,,,,,35.1,34.2,1,Cell suppressed for small numbers
2018,Sutter,90,PDI Overall Composite (Age 6-17),,,,,,,59.0,57.6,1,Cell suppressed for small numbers
2019,Sutter,90,PDI Overall Composite (Age 6-17),,,,,,,41.3,40.3,1,Cell suppressed for small numbers
2020,Sutter,90,PDI Overall Composite (Age 6-17),,,,,,,35.7,34.8,1,Cell suppressed for small numbers
2005,Sutter,91,PDI Acute Composite (Age 6-17),20,"16,624",120.3,120.6,,,,,,
2006,Sutter,91,PDI Acute Composite (Age 6-17),11,"16,930",65,64.7,,,,,,
2007,Sutter,91,PDI Acute Composite (Age 6-17),11,"17,163",64.1,63.6,,,,,,
2008,Sutter,91,PDI Acute Composite (Age 6-17),,,40.7,40.2,,,,,,
2009,Sutter,91,PDI Acute Composite (Age 6-17),,,57.8,56.8,,,,,,
2010,Sutter,91,PDI Acute Composite (Age 6-17),13,"17,407",74.7,73.2,,,,,,
2011,Sutter,91,PDI Acute Composite (Age 6-17),,,46.7,45.9,,,,,,
2012,Sutter,91,PDI Acute Composite (Age 6-17),,,47.1,46.3,,,,,,
2013,Sutter,91,PDI Acute Composite (Age 6-17),12,"16,986",70.6,69.5,,,,,,
2014,Sutter,91,PDI Acute Composite (Age 6-17),,,28.3,27.9,,,,,,
2015,Sutter,91,PDI Acute Composite (Age 6-17),,,39.6,39,,,,,,
2016,Sutter,91,PDI Acute Composite (Age 6-17),,,,,,,35.0,33.7,1,Cell suppressed for small numbers
2017,Sutter,91,PDI Acute Composite (Age 6-17),,,,,,,11.7,11.3,1,Cell suppressed for small numbers
2018,Sutter,91,PDI Acute Composite (Age 6-17),,,,,,,11.8,11.4,1,Cell suppressed for small numbers
2019,Sutter,91,PDI Acute Composite (Age 6-17),,,,,,,5.9,5.7,1,Cell suppressed for small numbers
2020,Sutter,91,PDI Acute Composite (Age 6-17),,,,,,,11.9,11.4,1,Cell suppressed for small numbers
2005,Sutter,92,PDI Chronic Composite (Age 6-17),17,"16,624",102.3,101.8,,,,,,
2006,Sutter,92,PDI Chronic Composite (Age 6-17),16,"16,930",94.5,94,,,,,,
2007,Sutter,92,PDI Chronic Composite (Age 6-17),20,"17,163",116.5,115.9,,,,,,
2008,Sutter,92,PDI Chronic Composite (Age 6-17),,,58.1,57.6,,,,,,
2009,Sutter,92,PDI Chronic Composite (Age 6-17),15,"17,310",86.7,85.7,,,,,,
2010,Sutter,92,PDI Chronic Composite (Age 6-17),13,"17,407",74.7,73.5,,,,,,
2011,Sutter,92,PDI Chronic Composite (Age 6-17),12,"17,116",70.1,68.8,,,,,,
2012,Sutter,92,PDI Chronic Composite (Age 6-17),13,"17,001",76.5,74.7,,,,,,
2013,Sutter,92,PDI Chronic Composite (Age 6-17),,,58.9,57.4,,,,,,
2014,Sutter,92,PDI Chronic Composite (Age 6-17),15,"17,639",85,83.6,,,,,,
2015,Sutter,92,PDI Chronic Composite (Age 6-17),,,31.7,30.9,,,,,,
2016,Sutter,92,PDI Chronic Composite (Age 6-17),,,,,,,46.6,45.5,1,Cell suppressed for small numbers
2017,Sutter,92,PDI Chronic Composite (Age 6-17),,,,,,,23.4,22.9,1,Cell suppressed for small numbers
2018,Sutter,92,PDI Chronic Composite (Age 6-17),,,,,,,47.2,46.2,1,Cell suppressed for small numbers
2019,Sutter,92,PDI Chronic Composite (Age 6-17),,,,,,,35.4,34.7,1,Cell suppressed for small numbers
2020,Sutter,92,PDI Chronic Composite (Age 6-17),,,,,,,23.8,23.3,1,Cell suppressed for small numbers
2005,Tehama,9,Low Birth Weight (<2500 grams),39,826,47.2,47.2,,,,,,
2006,Tehama,9,Low Birth Weight (<2500 grams),25,783,31.9,32,,,,,,
2007,Tehama,9,Low Birth Weight (<2500 grams),34,734,46.3,46.2,,,,,,
2008,Tehama,9,Low Birth Weight (<2500 grams),33,765,43.1,43.2,,,,,,
2009,Tehama,9,Low Birth Weight (<2500 grams),32,771,41.5,41.6,,,,,,
2010,Tehama,9,Low Birth Weight (<2500 grams),42,738,56.9,56.9,,,,,,
2011,Tehama,9,Low Birth Weight (<2500 grams),35,696,50.3,50.5,,,,,,
2012,Tehama,9,Low Birth Weight (<2500 grams),50,746,67,66.9,,,,,,
2013,Tehama,9,Low Birth Weight (<2500 grams),38,711,53.4,53.5,,,,,,
2014,Tehama,9,Low Birth Weight (<2500 grams),37,739,50.1,50.1,,,,,,
2015,Tehama,9,Low Birth Weight (<2500 grams),36,570,63.2,63.2,,,,,,
2005,Tehama,14,Asthma (Age 2-17),14,"14,077",99.5,101.2,,,,,,
2006,Tehama,14,Asthma (Age 2-17),,,62.8,63.6,,,,,,
2007,Tehama,14,Asthma (Age 2-17),,,69.7,70.3,,,,,,
2008,Tehama,14,Asthma (Age 2-17),,,48.7,48.6,,,,,,
2009,Tehama,14,Asthma (Age 2-17),,,63,62.1,,,,,,
2010,Tehama,14,Asthma (Age 2-17),18,"14,235",126.5,124.1,,,,,,
2011,Tehama,14,Asthma (Age 2-17),,,71.4,70.2,,,,,,
2012,Tehama,14,Asthma (Age 2-17),16,"13,694",116.8,114.6,,,,,,
2013,Tehama,14,Asthma (Age 2-17),13,"13,435",96.8,95.1,,,,,,
2014,Tehama,14,Asthma (Age 2-17),19,"14,000",135.7,131.9,,,,,,
2015,Tehama,14,Asthma (Age 2-17),13,"9,807",132.6,129.6,,,,,,
2016,Tehama,14,Asthma (Age 2-17),,,,,,,51.5,35.6,1,Cell suppressed for small numbers
2017,Tehama,14,Asthma (Age 2-17),,,,,,,65.9,45.8,1,Cell suppressed for small numbers
2018,Tehama,14,Asthma (Age 2-17),,,,,11,"13,687",80.4,56.2,,
2019,Tehama,14,Asthma (Age 2-17),,,,,,,50.4,35.5,1,Cell suppressed for small numbers
2020,Tehama,14,Asthma (Age 2-17),,,,,,,14.5,10.3,1,Cell suppressed for small numbers
2005,Tehama,15,Diabetes Short-term Complications (Age 6-17),,,36.9,35.6,,,,,,
2006,Tehama,15,Diabetes Short-term Complications (Age 6-17),,,36.3,35,,,,,,
2007,Tehama,15,Diabetes Short-term Complications (Age 6-17),,,54.7,52.9,,,,,,
2008,Tehama,15,Diabetes Short-term Complications (Age 6-17),,,45.9,44.6,,,,,,
2009,Tehama,15,Diabetes Short-term Complications (Age 6-17),,,37.2,36.4,,,,,,
2010,Tehama,15,Diabetes Short-term Complications (Age 6-17),,,93.3,91.8,,,,,,
2011,Tehama,15,Diabetes Short-term Complications (Age 6-17),,,94.7,93.1,,,,,,
2012,Tehama,15,Diabetes Short-term Complications (Age 6-17),,,96.2,95.9,,,,,,
2013,Tehama,15,Diabetes Short-term Complications (Age 6-17),,,39.1,39.1,,,,,,
2014,Tehama,15,Diabetes Short-term Complications (Age 6-17),,,47.7,47.1,,,,,,
2015,Tehama,15,Diabetes Short-term Complications (Age 6-17),,,13.4,13.5,,,,,,
2016,Tehama,15,Diabetes Short-term Complications (Age 6-17),,,,,,,38.9,30.8,1,Cell suppressed for small numbers
2017,Tehama,15,Diabetes Short-term Complications (Age 6-17),,,,,0,"10,342",0.0,0.0,,
2018,Tehama,15,Diabetes Short-term Complications (Age 6-17),,,,,,,9.6,7.5,1,Cell suppressed for small numbers
2019,Tehama,15,Diabetes Short-term Complications (Age 6-17),,,,,,,9.4,7.4,1,Cell suppressed for small numbers
2020,Tehama,15,Diabetes Short-term Complications (Age 6-17),,,,,0,"10,589",0.0,0.0,,
2005,Tehama,16,Gastroenteritis (Age 3 months-17 years),12,"15,503",77.4,77.4,,,,,,
2006,Tehama,16,Gastroenteritis (Age 3 months-17 years),12,"15,814",75.9,75.4,,,,,,
2007,Tehama,16,Gastroenteritis (Age 3 months-17 years),19,"15,855",119.8,118.1,,,,,,
2008,Tehama,16,Gastroenteritis (Age 3 months-17 years),,,50.3,48.8,,,,,,
2009,Tehama,16,Gastroenteritis (Age 3 months-17 years),12,"15,852",75.7,72.7,,,,,,
2010,Tehama,16,Gastroenteritis (Age 3 months-17 years),32,"15,784",202.7,194.6,,,,,,
2011,Tehama,16,Gastroenteritis (Age 3 months-17 years),25,"15,510",161.2,155.5,,,,,,
2012,Tehama,16,Gastroenteritis (Age 3 months-17 years),,,53,51.9,,,,,,
2013,Tehama,16,Gastroenteritis (Age 3 months-17 years),,,54.1,53.3,,,,,,
2014,Tehama,16,Gastroenteritis (Age 3 months-17 years),,,38.6,36.6,,,,,,
2015,Tehama,16,Gastroenteritis (Age 3 months-17 years),13,"10,781",120.6,119.7,,,,,,
2016,Tehama,16,Gastroenteritis (Age 3 months-17 years),,,,,,,20.0,17.7,1,Cell suppressed for small numbers
2017,Tehama,16,Gastroenteritis (Age 3 months-17 years),,,,,,,13.2,11.7,1,Cell suppressed for small numbers
2018,Tehama,16,Gastroenteritis (Age 3 months-17 years),,,,,,,33.1,29.6,1,Cell suppressed for small numbers
2019,Tehama,16,Gastroenteritis (Age 3 months-17 years),,,,,,,32.7,29.7,1,Cell suppressed for small numbers
2020,Tehama,16,Gastroenteritis (Age 3 months-17 years),,,,,,,26.5,24.3,1,Cell suppressed for small numbers
2005,Tehama,17,Perforated Appendix (Age 1-17),,,291.7,276,,,,,,
2006,Tehama,17,Perforated Appendix (Age 1-17),,,529.4,562.3,,,,,,
2007,Tehama,17,Perforated Appendix (Age 1-17),,,375,363.6,,,,,,
2008,Tehama,17,Perforated Appendix (Age 1-17),,,166.7,170.8,,,,,,
2009,Tehama,17,Perforated Appendix (Age 1-17),,,714.3,578.1,,,,,,
2010,Tehama,17,Perforated Appendix (Age 1-17),,,454.5,423.7,,,,,,
2011,Tehama,17,Perforated Appendix (Age 1-17),,,428.6,394.8,,,,,,
2012,Tehama,17,Perforated Appendix (Age 1-17),,,466.7,479.5,,,,,,
2013,Tehama,17,Perforated Appendix (Age 1-17),,,363.6,340.3,,,,,,
2014,Tehama,17,Perforated Appendix (Age 1-17),,,125,117.1,,,,,,
2015,Tehama,17,Perforated Appendix (Age 1-17),,,333.3,378.7,,,,,,
2005,Tehama,18,Urinary Tract Infection (Age 3 months-17 years),,,45.2,45.3,,,,,,
2006,Tehama,18,Urinary Tract Infection (Age 3 months-17 years),,,44.3,44.1,,,,,,
2007,Tehama,18,Urinary Tract Infection (Age 3 months-17 years),,,25.2,24.8,,,,,,
2008,Tehama,18,Urinary Tract Infection (Age 3 months-17 years),,,12.6,12.2,,,,,,
2009,Tehama,18,Urinary Tract Infection (Age 3 months-17 years),,,56.8,54.8,,,,,,
2010,Tehama,18,Urinary Tract Infection (Age 3 months-17 years),,,50.7,49,,,,,,
2011,Tehama,18,Urinary Tract Infection (Age 3 months-17 years),24,"15,510",154.7,150.1,,,,,,
2012,Tehama,18,Urinary Tract Infection (Age 3 months-17 years),13,"15,107",86.1,85.2,,,,,,
2013,Tehama,18,Urinary Tract Infection (Age 3 months-17 years),,,40.5,40.3,,,,,,
2014,Tehama,18,Urinary Tract Infection (Age 3 months-17 years),,,64.3,61.8,,,,,,
2015,Tehama,18,Urinary Tract Infection (Age 3 months-17 years),,,46.4,46.5,,,,,,
2016,Tehama,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,26.7,23.2,1,Cell suppressed for small numbers
2017,Tehama,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,26.5,23.0,1,Cell suppressed for small numbers
2018,Tehama,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,13.2,11.7,1,Cell suppressed for small numbers
2019,Tehama,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,32.7,29.1,1,Cell suppressed for small numbers
2020,Tehama,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,19.8,17.7,1,Cell suppressed for small numbers
2005,Tehama,90,PDI Overall Composite (Age 6-17),14,"10,840",129.2,129.6,,,,,,
2006,Tehama,90,PDI Overall Composite (Age 6-17),12,"11,007",109,109.4,,,,,,
2007,Tehama,90,PDI Overall Composite (Age 6-17),16,"10,968",145.9,145.9,,,,,,
2008,Tehama,90,PDI Overall Composite (Age 6-17),,,82.7,82.4,,,,,,
2009,Tehama,90,PDI Overall Composite (Age 6-17),15,"10,762",139.4,138.2,,,,,,
2010,Tehama,90,PDI Overall Composite (Age 6-17),24,"10,714",224,221.5,,,,,,
2011,Tehama,90,PDI Overall Composite (Age 6-17),23,"10,563",217.7,215,,,,,,
2012,Tehama,90,PDI Overall Composite (Age 6-17),27,"10,396",259.7,254.4,,,,,,
2013,Tehama,90,PDI Overall Composite (Age 6-17),11,"10,226",107.6,105.2,,,,,,
2014,Tehama,90,PDI Overall Composite (Age 6-17),19,"10,474",181.4,178.7,,,,,,
2015,Tehama,90,PDI Overall Composite (Age 6-17),12,"7,479",160.5,155.9,,,,,,
2016,Tehama,90,PDI Overall Composite (Age 6-17),,,,,,,77.8,56.5,1,Cell suppressed for small numbers
2017,Tehama,90,PDI Overall Composite (Age 6-17),,,,,,,87.0,63.4,1,Cell suppressed for small numbers
2018,Tehama,90,PDI Overall Composite (Age 6-17),,,,,12,"10,417",115.2,84.2,,
2019,Tehama,90,PDI Overall Composite (Age 6-17),,,,,11,"10,646",103.3,75.7,,
2020,Tehama,90,PDI Overall Composite (Age 6-17),,,,,,,37.8,27.7,1,Cell suppressed for small numbers
2005,Tehama,91,PDI Acute Composite (Age 6-17),,,55.4,55.1,,,,,,
2006,Tehama,91,PDI Acute Composite (Age 6-17),,,45.4,45,,,,,,
2007,Tehama,91,PDI Acute Composite (Age 6-17),,,45.6,45,,,,,,
2008,Tehama,91,PDI Acute Composite (Age 6-17),,,18.4,18.1,,,,,,
2009,Tehama,91,PDI Acute Composite (Age 6-17),,,74.3,73,,,,,,
2010,Tehama,91,PDI Acute Composite (Age 6-17),,,74.7,73.1,,,,,,
2011,Tehama,91,PDI Acute Composite (Age 6-17),,,75.7,74.3,,,,,,
2012,Tehama,91,PDI Acute Composite (Age 6-17),,,86.6,84.7,,,,,,
2013,Tehama,91,PDI Acute Composite (Age 6-17),,,29.3,28.6,,,,,,
2014,Tehama,91,PDI Acute Composite (Age 6-17),,,76.4,74.5,,,,,,
2015,Tehama,91,PDI Acute Composite (Age 6-17),,,80.2,78.2,,,,,,
2016,Tehama,91,PDI Acute Composite (Age 6-17),,,,,,,19.5,17.0,1,Cell suppressed for small numbers
2017,Tehama,91,PDI Acute Composite (Age 6-17),,,,,,,29.0,25.4,1,Cell suppressed for small numbers
2018,Tehama,91,PDI Acute Composite (Age 6-17),,,,,,,38.4,33.9,1,Cell suppressed for small numbers
2019,Tehama,91,PDI Acute Composite (Age 6-17),,,,,,,37.6,33.4,1,Cell suppressed for small numbers
2020,Tehama,91,PDI Acute Composite (Age 6-17),,,,,,,18.9,16.7,1,Cell suppressed for small numbers
2005,Tehama,92,PDI Chronic Composite (Age 6-17),,,73.8,74.3,,,,,,
2006,Tehama,92,PDI Chronic Composite (Age 6-17),,,63.6,64.1,,,,,,
2007,Tehama,92,PDI Chronic Composite (Age 6-17),11,"10,968",100.3,100.8,,,,,,
2008,Tehama,92,PDI Chronic Composite (Age 6-17),,,64.3,64.4,,,,,,
2009,Tehama,92,PDI Chronic Composite (Age 6-17),,,65,64.7,,,,,,
2010,Tehama,92,PDI Chronic Composite (Age 6-17),16,"10,714",149.3,148.2,,,,,,
2011,Tehama,92,PDI Chronic Composite (Age 6-17),15,"10,563",142,140.6,,,,,,
2012,Tehama,92,PDI Chronic Composite (Age 6-17),18,"10,396",173.1,169.7,,,,,,
2013,Tehama,92,PDI Chronic Composite (Age 6-17),,,78.2,76.6,,,,,,
2014,Tehama,92,PDI Chronic Composite (Age 6-17),11,"10,474",105,103.9,,,,,,
2015,Tehama,92,PDI Chronic Composite (Age 6-17),,,80.2,77.8,,,,,,
2016,Tehama,92,PDI Chronic Composite (Age 6-17),,,,,,,58.4,40.2,1,Cell suppressed for small numbers
2017,Tehama,92,PDI Chronic Composite (Age 6-17),,,,,,,58.0,40.1,1,Cell suppressed for small numbers
2018,Tehama,92,PDI Chronic Composite (Age 6-17),,,,,,,76.8,53.2,1,Cell suppressed for small numbers
2019,Tehama,92,PDI Chronic Composite (Age 6-17),,,,,,,65.8,45.6,1,Cell suppressed for small numbers
2020,Tehama,92,PDI Chronic Composite (Age 6-17),,,,,,,18.9,13.1,1,Cell suppressed for small numbers
2005,Trinity,9,Low Birth Weight (<2500 grams),,,64.2,65,,,,,,
2006,Trinity,9,Low Birth Weight (<2500 grams),0,106,0,0,,,,,,
2007,Trinity,9,Low Birth Weight (<2500 grams),,,47.2,47.2,,,,,,
2008,Trinity,9,Low Birth Weight (<2500 grams),,,50.4,50.4,,,,,,
2009,Trinity,9,Low Birth Weight (<2500 grams),,,19,18.8,,,,,,
2010,Trinity,9,Low Birth Weight (<2500 grams),,,51,50.9,,,,,,
2011,Trinity,9,Low Birth Weight (<2500 grams),,,10,10,,,,,,
2012,Trinity,9,Low Birth Weight (<2500 grams),,,18.2,18.1,,,,,,
2013,Trinity,9,Low Birth Weight (<2500 grams),,,69.3,69.6,,,,,,
2014,Trinity,9,Low Birth Weight (<2500 grams),,,80,79.8,,,,,,
2015,Trinity,9,Low Birth Weight (<2500 grams),,,28.2,28.5,,,,,,
2005,Trinity,14,Asthma (Age 2-17),,,80.7,88,,,,,,
2006,Trinity,14,Asthma (Age 2-17),0,"2,438",0,0,,,,,,
2007,Trinity,14,Asthma (Age 2-17),,,41.9,45.3,,,,,,
2008,Trinity,14,Asthma (Age 2-17),0,"2,313",0,0,,,,,,
2009,Trinity,14,Asthma (Age 2-17),,,43.7,44.9,,,,,,
2010,Trinity,14,Asthma (Age 2-17),,,44.8,45.9,,,,,,
2011,Trinity,14,Asthma (Age 2-17),,,45.4,46,,,,,,
2012,Trinity,14,Asthma (Age 2-17),,,48.6,48.3,,,,,,
2013,Trinity,14,Asthma (Age 2-17),0,"2,035",0,0,,,,,,
2014,Trinity,14,Asthma (Age 2-17),,,49.1,48.3,,,,,,
2015,Trinity,14,Asthma (Age 2-17),0,"1,416",0,0,,,,,,
2016,Trinity,14,Asthma (Age 2-17),,,,,,,51.3,32.9,1,Cell suppressed for small numbers
2017,Trinity,14,Asthma (Age 2-17),,,,,0,"1,954",0.0,0.0,,
2018,Trinity,14,Asthma (Age 2-17),,,,,0,"1,941",0.0,0.0,,
2019,Trinity,14,Asthma (Age 2-17),,,,,0,"1,896",0.0,0.0,,
2020,Trinity,14,Asthma (Age 2-17),,,,,0,"1,918",0.0,0.0,,
2005,Trinity,15,Diabetes Short-term Complications (Age 6-17),0,"1,998",0,0,,,,,,
2006,Trinity,15,Diabetes Short-term Complications (Age 6-17),0,"1,961",0,0,,,,,,
2007,Trinity,15,Diabetes Short-term Complications (Age 6-17),0,"1,898",0,0,,,,,,
2008,Trinity,15,Diabetes Short-term Complications (Age 6-17),0,"1,819",0,0,,,,,,
2009,Trinity,15,Diabetes Short-term Complications (Age 6-17),,,113,107.4,,,,,,
2010,Trinity,15,Diabetes Short-term Complications (Age 6-17),,,57.8,55.4,,,,,,
2011,Trinity,15,Diabetes Short-term Complications (Age 6-17),,,58.6,57.5,,,,,,
