Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
2007,Santa Clara,11,Community-Acquired Pneumonia,2510,1297418,193.5,228.6,,,,,,
2008,Santa Clara,11,Community-Acquired Pneumonia,2453,1319407,185.9,217.4,,,,,,
2009,Santa Clara,11,Community-Acquired Pneumonia,2310,1339490,172.5,199.1,,,,,,
2010,Santa Clara,11,Community-Acquired Pneumonia,2162,1357407,159.3,181.4,,,,,,
2011,Santa Clara,11,Community-Acquired Pneumonia,1803,1377352,130.9,146.8,,,,,,
2012,Santa Clara,11,Community-Acquired Pneumonia,1564,1358776,115.1,124.5,,,,,,
2013,Santa Clara,11,Community-Acquired Pneumonia,1619,1383328,117.0,125.1,,,,,,
2014,Santa Clara,11,Community-Acquired Pneumonia,1450,1385342,104.7,112.0,,,,,,
2015,Santa Clara,11,Community-Acquired Pneumonia,1243,1063381,116.9,121.0,,,,,,
2016,Santa Clara,11,Community-Acquired Pneumonia,,,,,1362,1493296,91.2,132.3843558,,
2017,Santa Clara,11,Community-Acquired Pneumonia,,,,,1065,1501944,70.9,101.4976515,,
2018,Santa Clara,11,Community-Acquired Pneumonia,,,,,970,1508214,64.3,90.80077618,,
2019,Santa Clara,11,Community-Acquired Pneumonia,,,,,954,1507624,63.3,87.93990761,,
2020,Santa Clara,11,Community-Acquired Pneumonia,,,,,677,1500862,45.1,61.78148974,,
2005,Santa Clara,12,Urinary Tract Infection,1287,1267009,101.6,122.3,,,,,,
2006,Santa Clara,12,Urinary Tract Infection,1378,1280352,107.6,128.1,,,,,,
2007,Santa Clara,12,Urinary Tract Infection,1448,1297418,111.6,131.5,,,,,,
2008,Santa Clara,12,Urinary Tract Infection,1552,1319407,117.6,137.4,,,,,,
2009,Santa Clara,12,Urinary Tract Infection,1583,1339490,118.2,136.7,,,,,,
2010,Santa Clara,12,Urinary Tract Infection,1501,1357407,110.6,126.5,,,,,,
2011,Santa Clara,12,Urinary Tract Infection,1295,1377352,94.0,106.0,,,,,,
2012,Santa Clara,12,Urinary Tract Infection,1303,1358776,95.9,105.2,,,,,,
2013,Santa Clara,12,Urinary Tract Infection,1329,1383328,96.1,104.3,,,,,,
2014,Santa Clara,12,Urinary Tract Infection,1259,1385342,90.9,98.5,,,,,,
2015,Santa Clara,12,Urinary Tract Infection,1028,1063381,96.7,102.3,,,,,,
2016,Santa Clara,12,Urinary Tract Infection,,,,,1353,1493296,90.6,119.7581291,,
2017,Santa Clara,12,Urinary Tract Infection,,,,,1151,1501944,76.6,99.85530671,,
2018,Santa Clara,12,Urinary Tract Infection,,,,,993,1508214,65.8,84.54625032,,
2019,Santa Clara,12,Urinary Tract Infection,,,,,945,1507624,62.7,79.16800898,,
2020,Santa Clara,12,Urinary Tract Infection,,,,,662,1500862,44.1,54.89872532,,
2005,Santa Clara,13,Angina without Procedure,180,1267009,14.2,16.6,,,,,,
2006,Santa Clara,13,Angina without Procedure,193,1280352,15.1,17.4,,,,,,
2007,Santa Clara,13,Angina without Procedure,196,1297418,15.1,17.3,,,,,,
2008,Santa Clara,13,Angina without Procedure,181,1319407,13.7,15.5,,,,,,
2009,Santa Clara,13,Angina without Procedure,120,1339490,9.0,10.0,,,,,,
2010,Santa Clara,13,Angina without Procedure,107,1357407,7.9,8.7,,,,,,
2011,Santa Clara,13,Angina without Procedure,121,1377352,8.8,9.6,,,,,,
2012,Santa Clara,13,Angina without Procedure,97,1358776,7.1,7.5,,,,,,
2013,Santa Clara,13,Angina without Procedure,94,1383328,6.8,7.1,,,,,,
2014,Santa Clara,13,Angina without Procedure,107,1385342,7.7,8.1,,,,,,
2015,Santa Clara,13,Angina without Procedure,75,1063381,7.1,7.1,,,,,,
2005,Santa Clara,14,Uncontrolled Diabetes,44,1267009,3.5,3.7,,,,,,
2006,Santa Clara,14,Uncontrolled Diabetes,46,1280352,3.6,3.9,,,,,,
2007,Santa Clara,14,Uncontrolled Diabetes,46,1297418,3.5,3.8,,,,,,
2008,Santa Clara,14,Uncontrolled Diabetes,58,1319407,4.4,4.7,,,,,,
2009,Santa Clara,14,Uncontrolled Diabetes,41,1339490,3.1,3.2,,,,,,
2010,Santa Clara,14,Uncontrolled Diabetes,39,1357407,2.9,3.0,,,,,,
2011,Santa Clara,14,Uncontrolled Diabetes,49,1377352,3.6,3.7,,,,,,
2012,Santa Clara,14,Uncontrolled Diabetes,40,1358776,2.9,3.0,,,,,,
2013,Santa Clara,14,Uncontrolled Diabetes,44,1383328,3.2,3.2,,,,,,
2014,Santa Clara,14,Uncontrolled Diabetes,39,1385342,2.8,2.9,,,,,,
2015,Santa Clara,14,Uncontrolled Diabetes,34,1063381,3.2,3.2,,,,,,
2016,Santa Clara,14,Uncontrolled Diabetes,,,,,344,1493296,23.0,36.48400728,,
2017,Santa Clara,14,Uncontrolled Diabetes,,,,,377,1501944,25.1,39.45058948,,
2018,Santa Clara,14,Uncontrolled Diabetes,,,,,324,1508214,21.5,33.5198903,,
2019,Santa Clara,14,Uncontrolled Diabetes,,,,,323,1507624,21.4,33.13922664,,
2020,Santa Clara,14,Uncontrolled Diabetes,,,,,299,1500862,19.9,30.5347682,,
2005,Santa Clara,15,Asthma in Younger Adults (Age 18-39),138,560804,24.6,24.3,,,,,,
2006,Santa Clara,15,Asthma in Younger Adults (Age 18-39),126,561660,22.4,22.1,,,,,,
2007,Santa Clara,15,Asthma in Younger Adults (Age 18-39),117,564346,20.7,20.4,,,,,,
2008,Santa Clara,15,Asthma in Younger Adults (Age 18-39),96,568884,16.9,16.6,,,,,,
2009,Santa Clara,15,Asthma in Younger Adults (Age 18-39),81,570557,14.2,14.0,,,,,,
2010,Santa Clara,15,Asthma in Younger Adults (Age 18-39),83,569544,14.6,14.4,,,,,,
2011,Santa Clara,15,Asthma in Younger Adults (Age 18-39),89,571151,15.6,15.4,,,,,,
2012,Santa Clara,15,Asthma in Younger Adults (Age 18-39),87,534054,16.3,15.8,,,,,,
2013,Santa Clara,15,Asthma in Younger Adults (Age 18-39),92,539987,17.0,16.6,,,,,,
2014,Santa Clara,15,Asthma in Younger Adults (Age 18-39),85,539646,15.8,15.4,,,,,,
2015,Santa Clara,15,Asthma in Younger Adults (Age 18-39),69,400842,17.2,16.7,,,,,,
2016,Santa Clara,15,Asthma in Younger Adults (Age 18-39),,,,,79,616061,12.8,18.73453282,,
2017,Santa Clara,15,Asthma in Younger Adults (Age 18-39),,,,,69,619315,11.1,16.2953646,,
2018,Santa Clara,15,Asthma in Younger Adults (Age 18-39),,,,,60,622834,9.6,14.09727039,,
2019,Santa Clara,15,Asthma in Younger Adults (Age 18-39),,,,,72,621830,11.6,16.94850985,,
2020,Santa Clara,15,Asthma in Younger Adults (Age 18-39),,,,,40,615736,6.5,9.499363423,,
2005,Santa Clara,16,Lower-Extremity Amputation (Diabetes),136,1267009,10.7,12.9,,,,,,
2006,Santa Clara,16,Lower-Extremity Amputation (Diabetes),169,1280352,13.2,15.7,,,,,,
2007,Santa Clara,16,Lower-Extremity Amputation (Diabetes),159,1297418,12.3,14.4,,,,,,
2008,Santa Clara,16,Lower-Extremity Amputation (Diabetes),170,1319407,12.9,14.9,,,,,,
2009,Santa Clara,16,Lower-Extremity Amputation (Diabetes),134,1339490,10.0,11.4,,,,,,
2010,Santa Clara,16,Lower-Extremity Amputation (Diabetes),133,1357407,9.8,11.0,,,,,,
2011,Santa Clara,16,Lower-Extremity Amputation (Diabetes),145,1377352,10.5,11.7,,,,,,
2012,Santa Clara,16,Lower-Extremity Amputation (Diabetes),131,1358776,9.6,10.3,,,,,,
2013,Santa Clara,16,Lower-Extremity Amputation (Diabetes),137,1383328,9.9,10.4,,,,,,
2014,Santa Clara,16,Lower-Extremity Amputation (Diabetes),159,1385342,11.5,12.1,,,,,,
2015,Santa Clara,16,Lower-Extremity Amputation (Diabetes),136,1063381,12.8,13.0,,,,,,
2016,Santa Clara,16,Lower-Extremity Amputation (Diabetes),,,,,280,1493296,18.8,32.71675894,,
2017,Santa Clara,16,Lower-Extremity Amputation (Diabetes),,,,,327,1501944,21.8,37.7428179,,
2018,Santa Clara,16,Lower-Extremity Amputation (Diabetes),,,,,310,1508214,20.6,35.42413649,,
2019,Santa Clara,16,Lower-Extremity Amputation (Diabetes),,,,,298,1507624,19.8,33.80922575,,
2020,Santa Clara,16,Lower-Extremity Amputation (Diabetes),,,,,382,1500862,25.5,43.12838577,,
2005,Santa Clara,90,Prevention Quality Overall Composite,12625,1267009,996.4,1188.5,,,,,,
2006,Santa Clara,90,Prevention Quality Overall Composite,12525,1280352,978.2,1154.8,,,,,,
2007,Santa Clara,90,Prevention Quality Overall Composite,12228,1297418,942.5,1100.5,,,,,,
2008,Santa Clara,90,Prevention Quality Overall Composite,12553,1319407,951.4,1100.6,,,,,,
2009,Santa Clara,90,Prevention Quality Overall Composite,11785,1339490,879.8,1006.2,,,,,,
2010,Santa Clara,90,Prevention Quality Overall Composite,11451,1357407,843.6,952.6,,,,,,
2011,Santa Clara,90,Prevention Quality Overall Composite,10837,1377352,786.8,876.6,,,,,,
2012,Santa Clara,90,Prevention Quality Overall Composite,10250,1358776,754.4,812.6,,,,,,
2013,Santa Clara,90,Prevention Quality Overall Composite,10764,1383328,778.1,829.1,,,,,,
2014,Santa Clara,90,Prevention Quality Overall Composite,10343,1385342,746.6,796.5,,,,,,
2015,Santa Clara,90,Prevention Quality Overall Composite,8586,1063381,807.4,835.6,,,,,,
2016,Santa Clara,90,Prevention Quality Overall Composite,,,,,10205,1493296,683.4,1031.629407,,
2017,Santa Clara,90,Prevention Quality Overall Composite,,,,,10362,1501944,689.9,1029.702756,,
2018,Santa Clara,90,Prevention Quality Overall Composite,,,,,9509,1508214,630.5,930.577908,,
2019,Santa Clara,90,Prevention Quality Overall Composite,,,,,9766,1507624,647.8,943.7979311,,
2020,Santa Clara,90,Prevention Quality Overall Composite,,,,,7845,1500862,522.7,752.1818648,,
2005,Santa Clara,91,Prevention Quality Acute Composite,5579,1267009,440.3,531.5,,,,,,
2006,Santa Clara,91,Prevention Quality Acute Composite,5302,1280352,414.1,494.1,,,,,,
2007,Santa Clara,91,Prevention Quality Acute Composite,5341,1297418,411.7,485.6,,,,,,
2008,Santa Clara,91,Prevention Quality Acute Composite,5265,1319407,399.0,466.2,,,,,,
2009,Santa Clara,91,Prevention Quality Acute Composite,4827,1339490,360.4,416.2,,,,,,
2010,Santa Clara,91,Prevention Quality Acute Composite,4473,1357407,329.5,375.7,,,,,,
2011,Santa Clara,91,Prevention Quality Acute Composite,3939,1377352,286.0,321.3,,,,,,
2012,Santa Clara,91,Prevention Quality Acute Composite,3657,1358776,269.1,292.5,,,,,,
2013,Santa Clara,91,Prevention Quality Acute Composite,3786,1383328,273.7,294.1,,,,,,
2014,Santa Clara,91,Prevention Quality Acute Composite,3451,1385342,249.1,267.7,,,,,,
2015,Santa Clara,91,Prevention Quality Acute Composite,2899,1063381,272.6,284.3,,,,,,
2016,Santa Clara,91,Prevention Quality Acute Composite,,,,,2715,1493296,181.8,253.4017536,,
2017,Santa Clara,91,Prevention Quality Acute Composite,,,,,2216,1501944,147.5,202.7619354,,
2018,Santa Clara,91,Prevention Quality Acute Composite,,,,,1963,1508214,130.2,176.3566818,,
2019,Santa Clara,91,Prevention Quality Acute Composite,,,,,1899,1507624,126.0,167.9446105,,
2020,Santa Clara,91,Prevention Quality Acute Composite,,,,,1339,1500862,89.2,117.2281222,,
2005,Santa Clara,92,Prevention Quality Chronic Composite,7046,1267009,556.1,658.4,,,,,,
2006,Santa Clara,92,Prevention Quality Chronic Composite,7223,1280352,564.1,661.5,,,,,,
2007,Santa Clara,92,Prevention Quality Chronic Composite,6887,1297418,530.8,615.9,,,,,,
2008,Santa Clara,92,Prevention Quality Chronic Composite,7289,1319407,552.4,635.2,,,,,,
2009,Santa Clara,92,Prevention Quality Chronic Composite,6958,1339490,519.5,590.5,,,,,,
2010,Santa Clara,92,Prevention Quality Chronic Composite,6979,1357407,514.1,577.2,,,,,,
2011,Santa Clara,92,Prevention Quality Chronic Composite,6898,1377352,500.8,555.1,,,,,,
2012,Santa Clara,92,Prevention Quality Chronic Composite,6593,1358776,485.2,519.8,,,,,,
2013,Santa Clara,92,Prevention Quality Chronic Composite,6978,1383328,504.4,534.7,,,,,,
2014,Santa Clara,92,Prevention Quality Chronic Composite,6892,1385342,497.5,528.4,,,,,,
2015,Santa Clara,92,Prevention Quality Chronic Composite,5687,1063381,534.8,550.8,,,,,,
2016,Santa Clara,92,Prevention Quality Chronic Composite,,,,,7490,1493296,501.6,778.208158,,
2017,Santa Clara,92,Prevention Quality Chronic Composite,,,,,8146,1501944,542.4,832.7362543,,
2018,Santa Clara,92,Prevention Quality Chronic Composite,,,,,7546,1508214,500.3,760.4325791,,
2019,Santa Clara,92,Prevention Quality Chronic Composite,,,,,7867,1507624,521.8,783.713709,,
2020,Santa Clara,92,Prevention Quality Chronic Composite,,,,,6506,1500862,433.5,643.5040342,,
2016,Santa Clara,93,Prevention Quality Diabetes Composite,,,,,1638,1493296,109.7,177.9661255,,
2017,Santa Clara,93,Prevention Quality Diabetes Composite,,,,,1838,1501944,122.4,197.9568484,,
2018,Santa Clara,93,Prevention Quality Diabetes Composite,,,,,1782,1508214,118.2,190.6164706,,
2019,Santa Clara,93,Prevention Quality Diabetes Composite,,,,,1928,1507624,127.9,205.584199,,
2020,Santa Clara,93,Prevention Quality Diabetes Composite,,,,,1868,1500862,124.5,199.2160305,,
2005,Santa Cruz,1,Diabetes Short-term Complications,67,193146,34.7,32.9,,,,,,
2006,Santa Cruz,1,Diabetes Short-term Complications,64,193902,33.0,31.4,,,,,,
2007,Santa Cruz,1,Diabetes Short-term Complications,62,195548,31.7,30.3,,,,,,
2008,Santa Cruz,1,Diabetes Short-term Complications,58,198374,29.2,28.0,,,,,,
2009,Santa Cruz,1,Diabetes Short-term Complications,59,201450,29.3,28.2,,,,,,
2010,Santa Cruz,1,Diabetes Short-term Complications,79,204227,38.7,37.4,,,,,,
2011,Santa Cruz,1,Diabetes Short-term Complications,67,205429,32.6,31.5,,,,,,
2012,Santa Cruz,1,Diabetes Short-term Complications,89,200670,44.4,43.7,,,,,,
2013,Santa Cruz,1,Diabetes Short-term Complications,83,203323,40.8,40.3,,,,,,
2014,Santa Cruz,1,Diabetes Short-term Complications,69,204815,33.7,33.0,,,,,,
2015,Santa Cruz,1,Diabetes Short-term Complications,75,153534,48.8,48.8,,,,,,
2016,Santa Cruz,1,Diabetes Short-term Complications,,,,,68,220533,30.8,31.49096372,,
2017,Santa Cruz,1,Diabetes Short-term Complications,,,,,76,221467,34.3,35.15981213,,
2018,Santa Cruz,1,Diabetes Short-term Complications,,,,,82,221191,37.1,38.12459234,,
2019,Santa Cruz,1,Diabetes Short-term Complications,,,,,87,221177,39.3,40.59496503,,
2020,Santa Cruz,1,Diabetes Short-term Complications,,,,,86,219392,39.2,40.65222221,,
2005,Santa Cruz,2,Perforated Appendix,63,238,26.5,29.6,,,,,,
2006,Santa Cruz,2,Perforated Appendix,60,254,23.6,24.7,,,,,,
2007,Santa Cruz,2,Perforated Appendix,75,263,28.5,30.5,,,,,,
2008,Santa Cruz,2,Perforated Appendix,62,255,24.3,26.2,,,,,,
2009,Santa Cruz,2,Perforated Appendix,67,250,26.8,28.3,,,,,,
2010,Santa Cruz,2,Perforated Appendix,74,241,30.7,31.5,,,,,,
2011,Santa Cruz,2,Perforated Appendix,63,266,23.7,25.3,,,,,,
2012,Santa Cruz,2,Perforated Appendix,67,203,33.0,35.0,,,,,,
2013,Santa Cruz,2,Perforated Appendix,51,168,30.4,30.4,,,,,,
2014,Santa Cruz,2,Perforated Appendix,66,201,32.8,33.6,,,,,,
2015,Santa Cruz,2,Perforated Appendix,55,143,38.5,40.7,,,,,,
2005,Santa Cruz,3,Diabetes Long-term Complications,118,193146,61.1,67.6,,,,,,
2006,Santa Cruz,3,Diabetes Long-term Complications,134,193902,69.1,75.9,,,,,,
2007,Santa Cruz,3,Diabetes Long-term Complications,137,195548,70.1,76.1,,,,,,
2008,Santa Cruz,3,Diabetes Long-term Complications,152,198374,76.6,82.5,,,,,,
2009,Santa Cruz,3,Diabetes Long-term Complications,131,201450,65.0,69.5,,,,,,
2010,Santa Cruz,3,Diabetes Long-term Complications,134,204227,65.6,69.5,,,,,,
2011,Santa Cruz,3,Diabetes Long-term Complications,154,205429,75.0,79.0,,,,,,
2012,Santa Cruz,3,Diabetes Long-term Complications,146,200670,72.8,74.0,,,,,,
2013,Santa Cruz,3,Diabetes Long-term Complications,111,203323,54.6,55.2,,,,,,
2014,Santa Cruz,3,Diabetes Long-term Complications,133,204815,64.9,65.9,,,,,,
2015,Santa Cruz,3,Diabetes Long-term Complications,118,153534,76.9,75.6,,,,,,
2016,Santa Cruz,3,Diabetes Long-term Complications,,,,,114,220533,51.7,56.42006981,,
2017,Santa Cruz,3,Diabetes Long-term Complications,,,,,150,221467,67.7,73.44576608,,
2018,Santa Cruz,3,Diabetes Long-term Complications,,,,,115,221191,52.0,55.97761013,,
2019,Santa Cruz,3,Diabetes Long-term Complications,,,,,138,221177,62.4,66.74232222,,
2020,Santa Cruz,3,Diabetes Long-term Complications,,,,,114,219392,52.0,54.93965912,,
2005,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),226,111737,202.3,224.9,,,,,,
2006,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),258,112679,229.0,252.6,,,,,,
2007,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),272,114369,237.8,259.5,,,,,,
2008,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),319,116589,273.6,295.7,,,,,,
2009,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),330,119058,277.2,297.2,,,,,,
2010,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),295,121460,242.9,259.1,,,,,,
2011,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),267,122164,218.6,229.4,,,,,,
2012,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),270,123479,218.7,226.9,,,,,,
2013,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),274,124938,219.3,223.7,,,,,,
2014,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),243,125873,193.1,198.6,,,,,,
2015,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),197,95865,205.5,203.8,,,,,,
2016,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),,,,,241,129325,186.4,211.7603561,,
2017,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),,,,,245,130316,188.0,210.5291282,,
2018,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),,,,,192,130710,146.9,162.0137275,,
2019,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),,,,,185,131103,141.1,153.2077641,,
2020,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),,,,,131,131362,99.7,106.7956663,,
2005,Santa Cruz,7,Hypertension,29,193146,15.0,16.6,,,,,,
2006,Santa Cruz,7,Hypertension,39,193902,20.1,22.1,,,,,,
2007,Santa Cruz,7,Hypertension,46,195548,23.5,25.6,,,,,,
2008,Santa Cruz,7,Hypertension,56,198374,28.2,30.6,,,,,,
2009,Santa Cruz,7,Hypertension,37,201450,18.4,19.8,,,,,,
2010,Santa Cruz,7,Hypertension,50,204227,24.5,26.3,,,,,,
2011,Santa Cruz,7,Hypertension,45,205429,21.9,23.4,,,,,,
2012,Santa Cruz,7,Hypertension,29,200670,14.5,15.0,,,,,,
2013,Santa Cruz,7,Hypertension,36,203323,17.7,18.2,,,,,,
2014,Santa Cruz,7,Hypertension,35,204815,17.1,17.7,,,,,,
2015,Santa Cruz,7,Hypertension,24,153534,15.6,15.7,,,,,,
2016,Santa Cruz,7,Hypertension,,,,,38,220533,17.2,19.1937342,,
2017,Santa Cruz,7,Hypertension,,,,,48,221467,21.7,23.97707017,,
2018,Santa Cruz,7,Hypertension,,,,,41,221191,18.5,20.30310354,,
2019,Santa Cruz,7,Hypertension,,,,,51,221177,23.1,25.00979921,,
2020,Santa Cruz,7,Hypertension,,,,,40,219392,18.2,19.48915388,,
2005,Santa Cruz,8,Heart Failure,466,193146,241.3,290.0,,,,,,
2006,Santa Cruz,8,Heart Failure,586,193902,302.2,358.9,,,,,,
2007,Santa Cruz,8,Heart Failure,532,195548,272.1,317.0,,,,,,
2008,Santa Cruz,8,Heart Failure,506,198374,255.1,293.4,,,,,,
2009,Santa Cruz,8,Heart Failure,501,201450,248.7,282.7,,,,,,
2010,Santa Cruz,8,Heart Failure,471,204227,230.6,260.4,,,,,,
2011,Santa Cruz,8,Heart Failure,423,205429,205.9,227.7,,,,,,
2012,Santa Cruz,8,Heart Failure,430,200670,214.3,227.9,,,,,,
2013,Santa Cruz,8,Heart Failure,470,203323,231.2,241.4,,,,,,
2014,Santa Cruz,8,Heart Failure,451,204815,220.2,232.6,,,,,,
2015,Santa Cruz,8,Heart Failure,390,153534,254.0,254.2,,,,,,
2016,Santa Cruz,8,Heart Failure,,,,,478,220533,216.7,272.4503773,,
2017,Santa Cruz,8,Heart Failure,,,,,558,221467,252.0,311.0113149,,
2018,Santa Cruz,8,Heart Failure,,,,,535,221191,241.9,291.7054931,,
2019,Santa Cruz,8,Heart Failure,,,,,540,221177,244.1,287.4395319,,
2020,Santa Cruz,8,Heart Failure,,,,,389,219392,177.3,203.1093879,,
2005,Santa Cruz,10,Dehydration,187,193146,96.8,112.7,,,,,,
2006,Santa Cruz,10,Dehydration,183,193902,94.4,108.8,,,,,,
2007,Santa Cruz,10,Dehydration,224,195548,114.5,130.1,,,,,,
2008,Santa Cruz,10,Dehydration,174,198374,87.7,98.6,,,,,,
2009,Santa Cruz,10,Dehydration,140,201450,69.5,77.4,,,,,,
2010,Santa Cruz,10,Dehydration,127,204227,62.2,68.9,,,,,,
2011,Santa Cruz,10,Dehydration,147,205429,71.6,78.0,,,,,,
2012,Santa Cruz,10,Dehydration,152,200670,75.7,80.0,,,,,,
2013,Santa Cruz,10,Dehydration,155,203323,76.2,79.3,,,,,,
2014,Santa Cruz,10,Dehydration,125,204815,61.0,64.1,,,,,,
2015,Santa Cruz,10,Dehydration,115,153534,74.9,75.2,,,,,,
2005,Santa Cruz,11,Community-Acquired Pneumonia,399,193146,206.6,241.8,,,,,,
2006,Santa Cruz,11,Community-Acquired Pneumonia,370,193902,190.8,221.2,,,,,,
2007,Santa Cruz,11,Community-Acquired Pneumonia,441,195548,225.5,257.5,,,,,,
2008,Santa Cruz,11,Community-Acquired Pneumonia,454,198374,228.9,258.6,,,,,,
2009,Santa Cruz,11,Community-Acquired Pneumonia,347,201450,172.3,192.8,,,,,,
2010,Santa Cruz,11,Community-Acquired Pneumonia,377,204227,184.6,205.5,,,,,,
2011,Santa Cruz,11,Community-Acquired Pneumonia,423,205429,205.9,225.4,,,,,,
2012,Santa Cruz,11,Community-Acquired Pneumonia,301,200670,150.0,158.7,,,,,,
2013,Santa Cruz,11,Community-Acquired Pneumonia,313,203323,153.9,160.4,,,,,,
2014,Santa Cruz,11,Community-Acquired Pneumonia,326,204815,159.2,167.6,,,,,,
2015,Santa Cruz,11,Community-Acquired Pneumonia,243,153534,158.3,159.0,,,,,,
2016,Santa Cruz,11,Community-Acquired Pneumonia,,,,,240,220533,108.8,128.741266,,
2017,Santa Cruz,11,Community-Acquired Pneumonia,,,,,253,221467,114.2,132.8467498,,
2018,Santa Cruz,11,Community-Acquired Pneumonia,,,,,206,221191,93.1,105.980239,,
2019,Santa Cruz,11,Community-Acquired Pneumonia,,,,,200,221177,90.4,100.6111935,,
2020,Santa Cruz,11,Community-Acquired Pneumonia,,,,,121,219392,55.2,59.81850037,,
2005,Santa Cruz,12,Urinary Tract Infection,206,193146,106.7,122.7,,,,,,
2006,Santa Cruz,12,Urinary Tract Infection,215,193902,110.9,126.6,,,,,,
2007,Santa Cruz,12,Urinary Tract Infection,258,195548,131.9,148.9,,,,,,
2008,Santa Cruz,12,Urinary Tract Infection,286,198374,144.2,161.6,,,,,,
