APN,PROJECT NUMBER,NAME,DEVELOPMENT STAGE,CONSTRUCTION TYPE,SITE ADDRESS,SITE  COUNCIL DISTRICT,SITE #,SITE COMMUNITY,SITE UNITS,PROJECT TOTAL UNITS,HOUSING TYPE,SUPPORTIVE HOUSING,DATE FUNDED,LAHD FUNDED,LEVERAGE,TAX EXEMPT CONDUIT BOND,TDC,IN-SERVICE DATE,DEVELOPER,MANAGEMENT COMPANY,CONTACT PHONE,PHOTO,JOBS,PROJECT SUMMARY URL,CONTRACT NUMBERS,DATE STAMP,SITE LONGITUDE,SITE LATITUDE,GPS_COORDS ON MAP
6006006026,30157,MAIN STREET VISTAS,In-Service,NEW CONSTRUCTION,"5950 Main ST  Los Angeles, CA 90003",9,1,FLORENCE-FIRESTONE,49,49,FAMILY,No,07/21/2005,2444000,12079680,0,14523680,2006,"MAIN STREET VISTAS,",TRIUMPH RESIDENTIAL SERVICES INC,N/A,click here (http://hcidapp.lacity.org/mpphotos/030157/Photo/Website/CD%209%20-%20Main%20St.%20Vistas.jpg),92,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030157&LutSiteCD=1),C-108434,2/7/2022,-118.27346,33.98525,POINT (-118.27346 33.98525)
5154011012,40010,MAGNOLIA ON LAKE,In-Service,ACQUISITION + NEW CONSTRUCTION,"201 S LAKE ST 1-46  Los Angeles, CA 90057",13,1,TEMPLE-BEAUDRY,46,46,FAMILY,No,10/28/2005,2669000,10784854,0,13453854,2011,"MAGNOLIA ON LAKE, L.P. & SIPA",MCCORMACK BARON MANAGEMENT,(314) 335-2712,click here (http://hcidapp.lacity.org/mpphotos/040010/Photo/Website/CD%2013%20-%20Magnolia%20on%20Lake.jpg),98,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040010&LutSiteCD=1),C-109090,2/7/2022,-118.2724,34.0663,POINT (-118.2724 34.0663)
5124024009,15-122656,ST. JAMES PARK (SITE 4),In-Service,ACQUISITION + REHAB,"825 W ADAMS BLVD  Los Angeles, CA 90007",1,4,UNIVERSITY PARK,16,104,FAMILY,No,05/16/2016,0,27481703,9879228,37360931,2018,Retirement Housing Foundation,"FOUNDATION PROPERTY MANAGEMENT, INC.",(213) 746-9548,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122656&LutSiteCD=4),,2/7/2022,-118.28059,34.03043,POINT (-118.28059 34.03043)
7423020046,13-118975,BANNING VILLA APARTMENT,In-Service,REHAB,"1100 N BANNING BLVD  WILMINGTON, CA 90744",15,1,WILMINGTON,90,90,SENIORS,No,06/13/2013,0,10965825,10100000,21065825,2014,"Clifford Beers Housing, Inc",PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6675,click here (http://hcidapp.lacity.org/mpphotos/13-118975/Photo/Website/banning%205.png),108,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-118975&LutSiteCD=1),,2/7/2022,-118.25813,33.78533,POINT (-118.25813 33.78533)
5474023016,70171,TRES LOMAS GARDEN APTS.,In-Service,ACQUISITION + REHAB,"4343 N TOLAND WAY  Los Angeles, CA 90041",1,1,GLASSELL PARK,46,46,SENIORS,No,12/11/2008,2225251,4586754,562729,7374734,2009,National Community Renaissance of California,NATIONAL COMMUNITY RENAISSANCE OF CALIFORNIA,(909) 483-2444,click here (http://hcidapp.lacity.org/mpphotos/070171/Photo/Website/CD%2014%20-%20Tres%20Lomas%20-%20070171.JPG),24,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070171&LutSiteCD=1),C-114904,2/7/2022,-118.22122,34.12175,POINT (-118.22122 34.12175)
5134014019,70045,NEW CARVER,In-Service,NEW CONSTRUCTION,"1624 S HOPE ST 1-97  Los Angeles, CA 90015",14,1,DOWNTOWN,97,97,SPECIAL NEEDS,Yes,02/15/2008,6600000,27345678,0,33945678,2010,"SKID ROW HOUSING TRUST,","NEW CARVER APARTMENTS, LP",(213) 683-0522,click here (http://hcidapp.lacity.org/mpphotos/070045/Photo/Website/070045.JPG),265,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070045&LutSiteCD=1),C-113126,2/7/2022,-118.26787,34.03576,POINT (-118.26787 34.03576)
5108021026,20288,MOUNT ZION TOWERS,In-Service,REHAB,"4827 S CENTRAL AVE 1-118  Los Angeles, CA 90011",9,1,VERNON CENTRAL,118,118,SENIORS,No,02/06/2004,1833759,2925649,3701300,8460708,2006,"CONCERNED CITIZENS OF SOUTH CENTRAL LA,",CONCERNED CITIZENS OF SCLA,(323) 846-2500,click here (http://hcidapp.lacity.org/mpphotos/020288/Photo/Website/CD%209%20-%20Mount%20Zion.JPG),16,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020288&LutSiteCD=1),C-106288,2/7/2022,-118.25668,33.99978,POINT (-118.25668 33.99978)
5124013020,16-123327,DUDLEY OAKS,In-Service,ACQUISITION + REHAB,"2119 S OAK ST  Los Angeles, CA 90007",1,1,UNIVERSITY PARK,20,20,AT-RISK,No,02/16/2017,0,6351176,4912200,11263376,2020,"Thomas Safran & Associates Development, Inc","THOMAS SAFRAN AND ASSOCIATES, INC.",(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123327&LutSiteCD=1),,2/7/2022,-118.27969,34.03411,POINT (-118.27969 34.03411)
5148023020,11-117809,STAR APARTMENTS,In-Service,NEW CONSTRUCTION,"240 E 6TH ST  Los Angeles, CA 90014",14,1,WHOLESALE DISTRICT,102,102,SPECIAL NEEDS,Yes,11/28/2011,3000000,37140676,0,40140676,2013,Skid Row Housing Trust,SRHT PROPERTY MANAGEMENT COMPANY,(213) 683-0522,click here (http://hcidapp.lacity.org/mpphotos/11-117809/Photo/Website/STAR_APARTMENTSmaple-845x684.png),273,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-117809&LutSiteCD=1),C-119893,2/7/2022,-118.24756,34.04346,POINT (-118.24756 34.04346)
5142018010,15-121798,LEASTER APARTMENTS,In-Service,ACQUISITION + REHAB,"825 S GREEN AVE  Los Angeles, CA 90017",1,1,WESTLAKE,133,133,FAMILY,Yes,03/10/2016,0,14979000,9162000,24141000,2017,Pico Union Housing Corporation,"GENESSY MANAGEMENT AND DEVELOPMENT, LLC",(323) 913-2905,click here (http://hcidapp.lacity.org/mpphotos/15-121798/Photo/Website/Project.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-121798&LutSiteCD=1),,2/7/2022,-118.27167,34.05105,POINT (-118.27167 34.05105)
5548018027,12-118880,MICHAEL'S VILLAGE,In-Service,REHAB,"7160 W SUNSET BLVD  HOLLYWOOD, CA 90046",13,1,HOLLYWOOD,24,24,SPECIAL NEEDS,Yes,05/17/2013,1301307,3677788,0,4979095,2014,"Step Up on Second Street, Inc.",BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/12-118880/Photo/Website/Michaels_Village.png),8,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118880&LutSiteCD=1),C-122170,2/7/2022,-118.34615,34.09778,POINT (-118.34615 34.09778)
5142015004,80011,YOUNG BURLINGTON APARTMENTS,In-Service,NEW CONSTRUCTION,"820 S BURLINGTON AVE 1-21  Los Angeles, CA 90057",1,1,WESTLAKE,21,21,SPECIAL NEEDS,Yes,04/29/2010,1845000,9161655,0,11006655,2011,"W.O.R.K.S.,","SOLARI ENTERPRISES, INC.",(714) 282-2520 x201,click here (http://hcidapp.lacity.org/mpphotos/080011/Photo/Website/080011.png),89,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080011&LutSiteCD=1),C-117206,2/7/2022,-118.2748,34.05264,POINT (-118.2748 34.05264)
4233023085,13-119321,PATH VILLAS AT DEL REY-DOGTOWNSTATION (COURTLEIGH),In-Service,NEW CONSTRUCTION,"11734 W COURTLEIGH DR  Los Angeles, CA 90066",11,1,DEL REY,23,23,SPECIAL NEEDS,Yes,03/01/2013,270000,0,0,270000,2015,PATH Ventures,THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),63,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119321&LutSiteCD=1),,2/7/2022,-118.4175,33.99872,POINT (-118.4175 33.99872)
5077027011,06-117195,CONCORD APARTMENTS (GRP. A & B) (SITE 5),In-Service,REHAB,"2674 W JAMES M. WOOD BLVD  Los Angeles, CA 90006",1,5,WILSHIRE CENTER,12,232,FAMILY,No,07/31/2006,0,7334438,8579256,15913694,2008,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117195&LutSiteCD=5),,2/7/2022,-118.28622,34.05575,POINT (-118.28622 34.05575)
2210021029,09-117301,MONTECITO TERRACES (SITE 2),In-Service,ACQUISITION + NEW CONSTRUCTION,"14726 W BLYTHE ST  Panorama City, CA 91402",6,2,PANORAMA CITY,0,98,SENIORS,Yes,02/02/2010,3035582,21684852,0,24720434,2011,AMCAL Montecito Terraces Fund L.P.,THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/09-117301/Photo/Website%20Site2/Montecito_14726_Blythe%20Site%202.png),212,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=09-117301&LutSiteCD=2),"C-116756,C-116757",2/7/2022,-118.45377,34.21509,POINT (-118.45377 34.21509)
2421011046,09-117383,VINELAND AVENUE SENIOR HOUSING,In-Service,NEW CONSTRUCTION,"4900 N VINELAND AVE 1-82  North Hollywood, CA 91601",2,1,NORTH HOLLYWOOD,82,82,SENIORS,No,03/02/2012,1200212,19057134,0,20257346,2013,"VINELAND AVENUE SENIOR HOUSING, L.P.",MENORAH HOUSING FOUNDATION,(310) 475-6083,click here (http://hcidapp.lacity.org/mpphotos/09-117383/Photo/Website/09-117383.jpg),165,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=09-117383&LutSiteCD=1),C-120179,2/7/2022,-118.37008,34.1595,POINT (-118.37008 34.1595)
5539001025,201,EL CENTRO LORETTO,In-Service,NEW CONSTRUCTION,"1021 N HOOVER ST 1-76  Los Angeles, CA 90029",13,1,EAST HOLLYWOOD,76,76,LARGE FAMILY / WAIVER REQUIRED,No,10/12/2000,9745944,0,0,9745944,2004,"SEARCH TO INVOLVE PILIPINO AMERICANS,",THE JOHN STEWART COMPANY,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=000201&LutSiteCD=1),C-100489,2/7/2022,-118.2849,34.09043,POINT (-118.2849 34.09043)
2125015003,12-118779,RIVERWALK AT RESEDA,In-Service,NEW CONSTRUCTION,"18425 W KITTRIDGE ST  Reseda, CA 91335",3,1,RESEDA,77,77,FAMILY,No,01/31/2013,301059,23698618,0,23999677,2014,Abode Community Housing,ABODE COMMUNITIES (PROP MGMT DIVISION),(213) 225-2754,click here (http://hcidapp.lacity.org/mpphotos/12-118779/Photo/Website/12-118779.JPG),195,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118779&LutSiteCD=1),C-121729,2/7/2022,-118.53458,34.19033,POINT (-118.53458 34.19033)
6022020032,06-117222,WINDWARD APTS (A/B) (SITE 15),In-Service,REHAB,"7512 S SAN PEDRO ST 1-4  Los Angeles, CA 90003",9,15,FLORENCE-FIRESTONE,24,232,FAMILY,No,04/01/2006,0,7438473,4641342,12079815,2007,1755 EFM 2,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117222&LutSiteCD=15),,2/7/2022,-118.26936,33.97167,POINT (-118.26936 33.97167)
5148024007,60011,LYNDON HOTEL,In-Service,REHAB,"413 E 7TH ST  Los Angeles, CA 90014",14,1,WHOLESALE DISTRICT,53,53,SPECIAL NEEDS,Yes,11/03/2006,2035070,6438646,0,8473716,2008,Single Room Occupancy Housing  Corp. (SRO),SRO HOUSING CORPORATION,(213) 229-9641,click here (http://hcidapp.lacity.org/mpphotos/060011/Photo/Website/Lyndon.png),45,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=060011&LutSiteCD=1),C-110875,2/7/2022,-118.248,34.04177,POINT (-118.248 34.04177)
5109004053,14-121135,PALOMA TERRACE,In-Service,NEW CONSTRUCTION,"5000 S MAIN ST  Los Angeles, CA 90037",9,1,SOUTH PARK,59,59,FAMILY,No,12/03/2014,0,25023772,0,25023772,2016,Retirement Housing Foundation,"FOUNDATION PROPERTY MANAGEMENT, INC.",(562) 257-5100,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),184,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121135&LutSiteCD=1),,2/7/2022,-118.2734,33.99728,POINT (-118.2734 33.99728)
6048021020,19-125943,WATTS WORKS,Development,NEW CONSTRUCTION,"9500 S COMPTON AVE  Los Angeles, CA 90002",15,1,WATTS,25,25,SPECIAL NEEDS,Yes,07/30/2020,2400000,7003369,0,9403369,Development,Decro Corporation (Lead Developer),FPI MANAGEMENT,(916) 358-7299,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),80,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-125943&LutSiteCD=1),C-135922,2/7/2022,-118.24597,33.9505,POINT (-118.24597 33.9505)
6132002001,14-121649,127TH STREET APARTMENTS,In-Service,NEW CONSTRUCTION,"550 W 127TH ST  Los Angeles, CA 90044",15,1,HARBOR GATEWAY,85,85,SPECIAL NEEDS,Yes,01/21/2016,8900000,22694976,0,31594976,2018,Meta Housing Corporation,JOHN STEWARD COMPANY,N/A,click here (http://hcidapp.lacity.org/mpphotos/14-121649/Photo/Website/127th%20St%20Apt.png),238,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121649&LutSiteCD=1),"C-126990,C-128038",2/7/2022,-118.28472,33.91745,POINT (-118.28472 33.91745)
5521006019,05-117217,LEXINGTON APARTMENTS A/B (SITE 2),In-Service,REHAB,"649 N KINGSLEY DR  Los Angeles, CA 90004",13,2,MELROSE,0,251,FAMILY,No,12/28/2005,0,6771719,10247566,17019285,2006,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117217&LutSiteCD=2),,2/7/2022,-118.30378,34.08312,POINT (-118.30378 34.08312)
5053012035,70172,TWO WORLD APARTMENTS (SITE 5),In-Service,REHAB,"2625 S HARVARD BLVD  Los Angeles, CA 90018",8,5,ADAMS-NORMANDIE,0,96,SENIORS,No,02/11/2008,3225000,17094146,0,20319146,2008,"TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/070172/Photo/Website%20Site5/Two%20Worlds%202625%20S.%20Harvard%20-%20070172.png),99,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070172&LutSiteCD=5),C-113107,2/7/2022,-118.30689,34.03172,POINT (-118.30689 34.03172)
5073018900,18-124672,GRAMERCY PLACE APARTMENTS,In-Service,NEW CONSTRUCTION,"2375 W WASHINGTON BLVD  LOS ANGELES, CA 90018",10,1,HARVARD HEIGHTS,64,64,SPECIAL NEEDS,Yes,04/30/2019,13920000,28686550,90290,42696840,2021,Hollywood Community Housing Corporation,BARKER MANAGEMENT,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/18-124672/Photo/Website/Gramercy%20Place%20Apartments.JPG),427,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124672&LutSiteCD=1),C-133121,2/7/2022,-118.31383,34.04009,POINT (-118.31383 34.04009)
4235026016,18-125453,VISTA BALLONA,Development,NEW CONSTRUCTION,"3960 S GRAND VIEW BLVD 1-27  Los Angeles, CA 90066",11,1,MAR VISTA,50,50,FAMILY,No,11/05/2019,3982669,31119872,0,35102541,Development,COMMUNITY CORPORATION OF SANTA MONICA,COMMUNITY CORPORATION OF SANTA MONICA,(310) 394-8487 x140,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),313,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125453&LutSiteCD=1),C-134398,2/7/2022,-118.42872,34.00193,POINT (-118.42872 34.00193)
5148023031,15-122553,649 LOFTS (AKA SIX FOUR NINE LOFTS),In-Service,NEW CONSTRUCTION,"649 S WALL ST  LOS ANGELES, CA 90014",14,1,WHOLESALE DISTRICT,55,55,SPECIAL NEEDS,Yes,12/19/2017,5500000,22907343,0,28407343,2020,Skid Row Housing Trust,SRHT PROPERTY MANAGEMENT COMPANY,(213) 683-0522 x133,click here (http://hcidapp.lacity.org/mpphotos/15-122553/Photo/Website/649%20lofts%2012-20-16.JPG),220,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122553&LutSiteCD=1),C-130639,2/7/2022,-118.24855,34.04215,POINT (-118.24855 34.04215)
2206035034,20-127447,OATSIE'S PLACE (FKA SHERMAN WAY),Development,NEW CONSTRUCTION,"16015 W SHERMAN WAY  VAN NUYS, CA 91406",6,1,VAN NUYS,46,46,SPECIAL NEEDS,Yes,05/20/2021,6300000,15187140,0,21487140,Development,Decro Corporation,FPI,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=20-127447&LutSiteCD=1),C-138350,2/7/2022,-118.48213,34.20142,POINT (-118.48213 34.20142)
5408018028,50007,YALE TERRACE,In-Service,NEW CONSTRUCTION,"716 N YALE ST 1-55  Los Angeles, CA 90012",1,1,CHINATOWN,55,55,LARGE FAMILY / WAIVER REQUIRED,No,02/03/2006,2133310,23154000,0,25287310,2009,"ADVANCED DEVELOPMENT & INVESTMENT,",FPI MANAGEMENT INC.,(714) 641-5110,click here (http://hcidapp.lacity.org/mpphotos/050007/Photo/Website/CD%201%20-%20Yale%20Terrace%20-%20050007.jpg),184,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=050007&LutSiteCD=1),C-109506,2/7/2022,-118.24143,34.06162,POINT (-118.24143 34.06162)
5159015009,11-118584,PWC FAMILY HOUSING,In-Service,NEW CONSTRUCTION,"153 N GLENDALE BLVD 1-45  Los Angeles, CA 90026",13,1,HISTORIC FILIPINOTOWN,45,45,FAMILY,Yes,03/06/2012,3406936,16171140,0,19578076,2013,"PWC Family Housing, L.P",LEVINE MANAGEMEENT COMPANY,,click here (http://hcidapp.lacity.org/mpphotos/11-118584/Photo/Website/PWC%20Family%20Housing.png),179,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-118584&LutSiteCD=1),C-120182,2/7/2022,-118.26018,34.06346,POINT (-118.26018 34.06346)
2239015008,16-123141,VIVIENDAS DEL VALLE (RECAP),In-Service,ACQUISITION + REHAB,"14045 W OXNARD ST  VAN NUYS, CA 91401",2,1,VAN NUYS,40,100,FAMILY,No,12/20/2016,0,13824218,7875467,21699685,2017,Abode Communities,ABODE COMMUNITIES,(213) 225-2780,click here (http://hcidapp.lacity.org/mpphotos/16-123141/Photo/Website/Viviendas%20del%20Valle.JPG),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123141&LutSiteCD=1),C-128742,2/7/2022,-118.43917,34.17953,POINT (-118.43917 34.17953)
5136020025,15-122548,CASA CARMEN SENIOR APARTMENTS,In-Service,BOTH REHAB AND NEW CONSTRUCTION,"1800 W 11TH ST  Los Angeles, CA 90006",1,1,PICO-UNION,25,25,SPECIAL NEEDS,Yes,06/21/2017,2580000,9099639,0,11679639,2019,1010 DEVELOPMENT CORPORATION,BARKER MANAGEMENT INC.,(213) 628-1036,click here (http://hcidapp.lacity.org/mpphotos/15-122548/Photo/Website/Casa%20Carmen.JPG),123,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122548&LutSiteCD=1),C-129509,2/7/2022,-118.27783,34.04874,POINT (-118.27783 34.04874)
6011003007,18-125039,RUTH TEAGUE HOMES (FKA 67TH & MAIN) (SITE 6),Development,NEW CONSTRUCTION,"126 E 67TH ST  Los Angeles, CA 90003",9,6,FLORENCE-FIRESTONE,0,52,SPECIAL NEEDS,Yes,12/14/2020,7180000,30672556,0,37852556,Development,Coalition for Responsible Community Development,THE JOHN STEWART COMPANY,(213) 743-6193 x8782700350,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),256,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125039&LutSiteCD=6),C-137511,2/7/2022,-118.27286,33.97868,POINT (-118.27286 33.97868)
5128024037,13-120909,ROBERTA STEPHENS VILLAS I & II (RECAP),In-Service,ACQUISITION + REHAB,"1035 E 27TH  Los Angeles, CA 90011",9,1,CENTRAL,40,40,SENIORS,No,12/22/2014,0,3360040,1995093,5355133,2016,"CP Preservation Housing, LLC",CONCERNED CITIZENS OF SOUTH CENTRAL LOS ANGELES,(323) 846-2500,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),32,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-120909&LutSiteCD=1),C-83407,2/7/2022,-118.25565,34.01801,POINT (-118.25565 34.01801)
5019026009,17-124314,RISE APARTMENTS,In-Service,NEW CONSTRUCTION,"4050 S FIGUEROA ST  LOS ANGELES, CA 90037",9,1,SOUTH PARK,57,57,SPECIAL NEEDS,Yes,10/30/2018,12000000,11397867,9091653,32489520,2021,Single Room Occupancy Housing Corporation,SINGLE ROOM OCCUPANCY HOUSING CORPORATION,(213) 229-9640,click here (http://hcidapp.lacity.org/mpphotos/17-124314/Photo/Website/RISE%20apartments%204-16-17.JPG),305,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=17-124314&LutSiteCD=1),C-132237,2/7/2022,-118.28253,34.00991,POINT (-118.28253 34.00991)
5075007028,19-126550,THE QUINCY (FKA 2652 PICO),Development,NEW CONSTRUCTION,"2652 W PICO BLVD  Los Angeles, CA 90006",1,1,HARVARD HEIGHTS,54,54,SPECIAL NEEDS,Yes,10/21/2021,0,0,0,0,Development,Wakeland Housing and Development Corporation,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),274,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126550&LutSiteCD=1),,2/7/2022,-118.29623,34.04707,POINT (-118.29623 34.04707)
6011003062,18-125039,RUTH TEAGUE HOMES (FKA 67TH & MAIN),Development,NEW CONSTRUCTION,"6706 S MAIN ST  Los Angeles, CA 90003",9,1,FLORENCE-FIRESTONE,52,52,SPECIAL NEEDS,Yes,12/14/2020,7180000,30672556,0,37852556,Development,Coalition for Responsible Community Development,THE JOHN STEWART COMPANY,(213) 743-6193 x8782700350,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),256,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125039&LutSiteCD=1),C-137511,2/7/2022,-118.27375,33.97845,POINT (-118.27375 33.97845)
5058023044,06-117222,WINDWARD APTS (A/B) (SITE 20),In-Service,REHAB,"2210 S LA SALLE AVE  Los Angeles, CA 90018",8,20,WEST ADAMS,7,232,FAMILY,No,04/01/2006,0,7438473,4641342,12079815,2007,1755 EFM 2,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117222&LutSiteCD=20),,2/7/2022,-118.30564,34.03599,POINT (-118.30564 34.03599)
6041003037,40005,LAS BRISAS,In-Service,NEW CONSTRUCTION,"8760 S MAIN ST  Los Angeles, CA 90003",8,1,VERMONT VISTA,66,66,LARGE FAMILY / WAIVER REQUIRED,No,06/10/2005,5616938,10809341,0,16426279,2006,"AMCAL Multi-Housing, Inc(App)",JOHN STEWART COMPANY,N/A,click here (http://hcidapp.lacity.org/mpphotos/040005/Photo/Website/CD%208%20-%20Las%20Brisas.jpg),97,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040005&LutSiteCD=1),C-108216,2/7/2022,-118.27368,33.95785,POINT (-118.27368 33.95785)
5155029010,20279,ASBURY,In-Service,N/A,"2501 W 6TH ST  Los Angeles, CA 90057",1,1,WESTLAKE,97,97,N/A,No,07/03/2003,4018000,3307020,5600000,12925020,2004,"LOS ANGELES HOUSING PARTNERSHIP,",WINSTAR PROPERTIES INC.,(111) 111-1111,click here (http://hcidapp.lacity.org/mpphotos/020279/Photo/Website/CD%201%20-%20Asbury%20Apts..jpg),18,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020279&LutSiteCD=1),C-105204,2/7/2022,-118.27908,34.06158,POINT (-118.27908 34.06158)
5154032016,07-117236,MACARTHUR PARK TOWER,In-Service,ACQUISITION + REHAB,"450 S GRAND VIEW ST  Los Angeles, CA 90057",1,1,WESTLAKE,183,183,SENIORS,No,12/20/2007,0,21975257,7387654,29362911,2008,Retirement Housing Foundation,"FOUNDATION PROPERTY MANAGEMENT, INC.",(562) 257-5100,click here (http://hcidapp.lacity.org/mpphotos/07-117236/Photo/Website/BONDS%20MacArthur%20Park%20Tower%20(wide%20shot).png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=07-117236&LutSiteCD=1),,2/7/2022,-118.27603,34.0617,POINT (-118.27603 34.0617)
